Date,Open,High,Low,Close,Adj Close,Volume
2020-01-24,332.44000244140625,332.5299987792969,327.3599853515625,328.7699890136719,309.9723205566406,87578400
2020-01-27,323.0299987792969,325.1199951171875,322.6600036621094,323.5,305.00360107421875,84062500
2020-01-28,325.05999755859375,327.8500061035156,323.6000061035156,326.8900146484375,308.19976806640625,63834000
2020-01-29,328.3800048828125,328.6300048828125,326.3999938964844,326.6199951171875,307.94525146484375,53888900
2020-01-30,324.3599853515625,327.9100036621094,323.5400085449219,327.67999267578125,308.94464111328125,75491800
2020-01-31,327.0,327.1700134277344,320.7300109863281,321.7300109863281,303.33477783203125,113845600
2020-02-03,323.3500061035156,326.1600036621094,323.2200012207031,324.1199951171875,305.5881652832031,69083000
2020-02-04,328.07000732421875,330.010009765625,327.7200012207031,329.05999755859375,310.2457275390625,62573200
2020-02-05,332.2699890136719,333.0899963378906,330.6700134277344,332.8599853515625,313.82843017578125,65951100
2020-02-06,333.9100036621094,334.19000244140625,332.79998779296875,333.9800109863281,314.8843994140625,50359700
2020-02-07,332.82000732421875,333.989990234375,331.6000061035156,332.20001220703125,313.2061462402344,64139400
2020-02-10,331.2300109863281,334.75,331.19000244140625,334.67999267578125,315.54437255859375,42070000
2020-02-11,336.1600036621094,337.0199890136719,334.67999267578125,335.260009765625,316.0913391113281,54864500
2020-02-12,336.8299865722656,337.6499938964844,336.42999267578125,337.4200134277344,318.1277160644531,43992700
2020-02-13,335.8599853515625,338.1199951171875,335.55999755859375,337.05999755859375,317.78826904296875,54501900
2020-02-14,337.510009765625,337.7300109863281,336.20001220703125,337.6000061035156,318.2973937988281,64582200
2020-02-18,336.510009765625,337.6700134277344,335.2099914550781,336.7300109863281,317.4771728515625,57226200
2020-02-19,337.7900085449219,339.0799865722656,337.4800109863281,338.3399963378906,318.9951477050781,48814700
2020-02-20,337.739990234375,338.6400146484375,333.67999267578125,336.95001220703125,317.6845397949219,74163400
2020-02-21,335.4700012207031,335.80999755859375,332.5799865722656,333.4800109863281,314.4129638671875,113788200
2020-02-24,323.1400146484375,333.55999755859375,321.239990234375,322.4200134277344,303.9853820800781,161088400
2020-02-25,323.94000244140625,324.6099853515625,311.69000244140625,312.6499938964844,294.7740173339844,218913200
2020-02-26,314.17999267578125,318.1099853515625,310.70001220703125,311.5,293.6897277832031,194773800
2020-02-27,305.4599914550781,311.55999755859375,297.510009765625,297.510009765625,280.4996337890625,284353500
2020-02-28,288.70001220703125,297.8900146484375,285.5400085449219,296.260009765625,279.32110595703125,384975800
2020-03-02,298.2099914550781,309.1600036621094,294.4599914550781,309.0899963378906,291.41748046875,238703600
2020-03-03,309.5,313.8399963378906,297.57000732421875,300.239990234375,283.07354736328125,300139100
2020-03-04,306.1199951171875,313.1000061035156,303.3299865722656,312.8599853515625,294.971923828125,176613400
2020-03-05,304.9800109863281,308.4700012207031,300.010009765625,302.4599914550781,285.1665954589844,186366800
2020-03-06,293.1499938964844,298.7799987792969,290.2300109863281,297.4599914550781,280.4524841308594,228667200
2020-03-09,275.29998779296875,284.19000244140625,273.45001220703125,274.2300109863281,258.5506591796875,309417300
2020-03-10,284.6400146484375,288.5199890136719,273.5,288.4200134277344,271.9293518066406,276444100
2020-03-11,280.70001220703125,281.94000244140625,270.8800048828125,274.3599853515625,258.6731872558594,255316300
2020-03-12,256.0,266.6600036621094,247.67999267578125,248.11000061035156,233.9241180419922,392220700
2020-03-13,263.0899963378906,271.4800109863281,248.52000427246094,269.32000732421875,253.92141723632812,329566100
2020-03-16,241.17999267578125,256.8999938964844,237.36000061035156,239.85000610351562,226.13638305664062,297240000
2020-03-17,245.0399932861328,256.1700134277344,237.07000732421875,252.8000030517578,238.34593200683594,262070500
2020-03-18,236.25,248.3699951171875,228.02000427246094,240.0,226.2777862548828,327597100
2020-03-19,239.25,247.3800048828125,232.22000122070312,240.50999450683594,226.75863647460938,289322000
2020-03-20,242.52999877929688,244.47000122070312,228.5,228.8000030517578,216.9866485595703,347158800
2020-03-23,228.19000244140625,229.67999267578125,218.25999450683594,222.9499969482422,211.43869018554688,326025200
2020-03-24,234.4199981689453,244.10000610351562,233.8000030517578,243.14999389648438,230.59573364257812,235494500
2020-03-25,244.8699951171875,256.3500061035156,239.75,246.7899932861328,234.04779052734375,299430300
2020-03-26,249.52000427246094,262.79998779296875,249.0500030517578,261.20001220703125,247.71380615234375,257632800
2020-03-27,253.27000427246094,260.80999755859375,251.0500030517578,253.4199981689453,240.33544921875,224341200
2020-03-30,255.6999969482422,262.42999267578125,253.52999877929688,261.6499938964844,248.1405487060547,171369500
2020-03-31,260.55999755859375,263.3299865722656,256.2200012207031,257.75,244.44190979003906,194881100
2020-04-01,247.97999572753906,257.6600036621094,243.89999389648438,246.14999389648438,233.44081115722656,189554600
2020-04-02,245.19000244140625,252.67999267578125,244.58999633789062,251.8300018310547,238.82754516601562,177660400
2020-04-03,250.75999450683594,253.32000732421875,245.22000122070312,248.19000244140625,235.37550354003906,135561200
2020-04-06,257.8399963378906,267.0,248.1699981689453,264.8599853515625,251.1847686767578,188061200
2020-04-07,274.2099914550781,275.0299987792969,264.8900146484375,265.1300048828125,251.44085693359375,201427200
2020-04-08,267.9599914550781,276.0,265.25,274.0299987792969,259.88134765625,153774500
2020-04-09,277.5799865722656,281.20001220703125,275.4700012207031,278.20001220703125,263.83599853515625,189999200
2020-04-13,277.1400146484375,277.510009765625,271.4100036621094,275.6600036621094,261.4271545410156,114839100
2020-04-14,280.9800109863281,284.8999938964844,275.510009765625,283.7900085449219,269.1374206542969,134143400
2020-04-15,277.57000732421875,283.94000244140625,275.4599914550781,277.760009765625,263.41876220703125,121775000
2020-04-16,279.1499938964844,280.0299987792969,275.760009765625,279.1000061035156,264.6895446777344,131798300
2020-04-17,285.3800048828125,287.29998779296875,282.3999938964844,286.6400146484375,271.8402099609375,146684800
2020-04-20,282.6099853515625,286.7900085449219,281.3500061035156,281.5899963378906,267.05096435546875,100109300
2020-04-21,276.7300109863281,278.0400085449219,272.0199890136719,273.0400085449219,258.9424743652344,126385700
2020-04-22,278.3500061035156,281.0,276.9100036621094,279.1000061035156,264.6895446777344,92951600
2020-04-23,280.489990234375,283.94000244140625,278.75,279.0799865722656,264.6705322265625,104709700
2020-04-24,280.7300109863281,283.70001220703125,278.5,282.9700012207031,268.3597412109375,85063200
2020-04-27,285.1199951171875,288.2699890136719,284.6199951171875,287.04998779296875,272.2290954589844,77896600
2020-04-28,291.0199890136719,291.3999938964844,285.3999938964844,285.7300109863281,270.97723388671875,105270000
2020-04-29,291.5299987792969,294.8800048828125,290.4100036621094,293.2099914550781,278.071044921875,118745600
2020-04-30,291.7099914550781,293.32000732421875,288.5899963378906,290.4800109863281,275.48199462890625,122901700
2020-05-01,285.30999755859375,290.6600036621094,281.5199890136719,282.7900085449219,268.18902587890625,125180000
2020-05-04,280.739990234375,283.8999938964844,279.1300048828125,283.57000732421875,268.9288024902344,80873200
2020-05-05,286.6400146484375,289.25,283.7099914550781,286.19000244140625,271.41351318359375,79569900
2020-05-06,288.0400085449219,288.4599914550781,283.7799987792969,284.25,269.5736083984375,73632600
2020-05-07,287.75,289.7799987792969,287.1300048828125,287.67999267578125,272.8265075683594,75250400
2020-05-08,291.0899963378906,292.95001220703125,289.8599853515625,292.44000244140625,277.3407287597656,76452400
2020-05-11,290.3399963378906,294.0,289.8800048828125,292.5,277.397705078125,79514200
2020-05-12,293.7900085449219,294.239990234375,286.5199890136719,286.6700134277344,271.86865234375,95870800
2020-05-13,286.05999755859375,287.19000244140625,278.9599914550781,281.6000061035156,267.0604553222656,144721100
2020-05-14,278.95001220703125,285.1099853515625,272.989990234375,284.9700012207031,270.2564697265625,121977900
2020-05-15,282.3699951171875,286.3299865722656,281.3399963378906,286.2799987792969,271.49884033203125,111146300
2020-05-18,293.04998779296875,296.75,292.70001220703125,295.0,279.7685852050781,119703800
2020-05-19,294.3500061035156,296.2099914550781,291.95001220703125,291.9700012207031,276.89501953125,95189300
2020-05-20,295.82000732421875,297.8699951171875,295.57000732421875,296.92999267578125,281.5989685058594,85861700
2020-05-21,296.7900085449219,297.6700134277344,293.69000244140625,294.8800048828125,279.6548767089844,78293900
2020-05-22,294.57000732421875,295.6300048828125,293.2200012207031,295.44000244140625,280.18585205078125,63958200
2020-05-26,301.92999267578125,302.19000244140625,295.4599914550781,299.0799865722656,283.637939453125,88951400
2020-05-27,302.1199951171875,303.57000732421875,296.8699951171875,303.5299987792969,287.8581848144531,104817400
2020-05-28,304.6499938964844,306.8399963378906,302.239990234375,302.9700012207031,287.3271179199219,90405200
2020-05-29,302.4599914550781,304.9599914550781,299.4700012207031,304.32000732421875,288.607421875,119090800
2020-06-01,303.6199951171875,306.2099914550781,303.05999755859375,305.54998779296875,289.77386474609375,55758300
2020-06-02,306.54998779296875,308.1300048828125,305.1000061035156,308.0799865722656,292.17327880859375,74267200
2020-06-03,310.239990234375,313.2200012207031,309.94000244140625,312.17999267578125,296.0615234375,92567600
2020-06-04,311.1099853515625,313.0,309.0799865722656,311.3599853515625,295.2839050292969,75794400
2020-06-05,317.2300109863281,321.2699890136719,317.1600036621094,319.3399963378906,302.85186767578125,150524700
2020-06-08,320.2200012207031,323.4100036621094,319.6300048828125,323.20001220703125,306.5126647949219,73641200
2020-06-09,320.29998779296875,323.2799987792969,319.3599853515625,320.7900085449219,304.2270202636719,77479200
2020-06-10,321.4200134277344,322.3900146484375,318.2200012207031,319.0,302.5294494628906,95000800
2020-06-11,311.4599914550781,312.1499938964844,300.010009765625,300.6099853515625,285.0889587402344,209243600
2020-06-12,308.239990234375,309.0799865722656,298.6000061035156,304.2099914550781,288.5030517578125,194678900
2020-06-15,298.0199890136719,308.2799987792969,296.739990234375,307.04998779296875,291.1964111328125,135782700
2020-06-16,315.4800109863281,315.6400146484375,307.6700134277344,312.9599914550781,296.8012390136719,137627500
2020-06-17,314.07000732421875,314.3900146484375,310.8599853515625,311.6600036621094,295.5684509277344,83398900
2020-06-18,310.010009765625,312.29998779296875,309.510009765625,311.7799987792969,295.6822204589844,80828700
2020-06-19,314.1700134277344,314.3800048828125,306.5299987792969,308.6400146484375,293.9924011230469,135549600
2020-06-22,307.989990234375,311.04998779296875,306.75,310.6199951171875,295.87841796875,74649400
2020-06-23,313.489990234375,314.5,311.6099853515625,312.04998779296875,297.2406005859375,68471200
2020-06-24,309.8399963378906,310.510009765625,302.1000061035156,304.0899963378906,289.6583251953125,132813500
2020-06-25,303.4700012207031,307.6400146484375,301.2799987792969,307.3500061035156,292.763671875,89468000
2020-06-26,306.1600036621094,306.3900146484375,299.4200134277344,300.04998779296875,285.8100891113281,127961000
2020-06-29,301.4100036621094,304.6099853515625,298.92999267578125,304.4599914550781,290.0107727050781,79773300
2020-06-30,303.989990234375,310.20001220703125,303.82000732421875,308.3599853515625,293.72564697265625,113394800
2020-07-01,309.57000732421875,311.8900146484375,309.07000732421875,310.5199890136719,295.783203125,72396500
2020-07-02,314.239990234375,315.70001220703125,311.510009765625,312.2300109863281,297.4119873046875,69344200
2020-07-06,316.3699951171875,317.67999267578125,315.55999755859375,317.04998779296875,302.00323486328125,61713800
2020-07-07,315.3800048828125,317.5199890136719,313.3699951171875,313.7799987792969,298.8884582519531,82910000
2020-07-08,314.6099853515625,316.29998779296875,312.70001220703125,316.17999267578125,301.1745910644531,54638600
2020-07-09,316.8399963378906,317.1000061035156,310.67999267578125,314.3800048828125,299.46002197265625,83354200
2020-07-10,314.30999755859375,317.8800048828125,312.760009765625,317.5899963378906,302.5176696777344,57550400
2020-07-13,320.1300048828125,322.7099914550781,314.1300048828125,314.8399963378906,299.8981628417969,102997500
2020-07-14,313.29998779296875,319.760009765625,312.0,318.9200134277344,303.7845458984375,93657000
2020-07-15,322.4100036621094,323.0400085449219,319.2699890136719,321.8500061035156,306.57550048828125,87196500
2020-07-16,319.7900085449219,321.2799987792969,319.0899963378906,320.7900085449219,305.5657958984375,54622500
2020-07-17,321.8800048828125,322.57000732421875,319.739990234375,321.7200012207031,306.45166015625,62774900
2020-07-20,321.42999267578125,325.1300048828125,320.6199951171875,324.32000732421875,308.92828369140625,56308800
2020-07-21,326.45001220703125,326.92999267578125,323.94000244140625,325.010009765625,309.5855712890625,57292200
2020-07-22,324.6199951171875,327.20001220703125,324.5,326.8599853515625,311.34771728515625,57792900
2020-07-23,326.4700012207031,327.2300109863281,321.4800109863281,322.9599914550781,307.6328430175781,75738000
2020-07-24,320.95001220703125,321.989990234375,319.25,320.8800048828125,305.6515197753906,73766600
2020-07-27,321.6300048828125,323.4100036621094,320.7699890136719,323.2200012207031,307.8804626464844,48293000
2020-07-28,322.42999267578125,323.6400146484375,320.8500061035156,321.1700134277344,305.92779541015625,57495000
2020-07-29,322.1199951171875,325.7300109863281,322.0799865722656,325.1199951171875,309.6902770996094,48454200
2020-07-30,321.8999938964844,324.4100036621094,319.6400146484375,323.9599914550781,308.5853576660156,61861700
2020-07-31,325.8999938964844,326.6300048828125,321.3299865722656,326.5199890136719,311.0238342285156,84986800
2020-08-03,328.32000732421875,329.6199951171875,327.7300109863281,328.7900085449219,313.1861877441406,53077900
2020-08-04,327.8599853515625,330.05999755859375,327.8599853515625,330.05999755859375,314.3958740234375,41917900
2020-08-05,331.4700012207031,332.3900146484375,331.17999267578125,332.1099853515625,316.34857177734375,42697700
2020-08-06,331.4800109863281,334.4599914550781,331.1300048828125,334.3299865722656,318.46319580078125,43679400
2020-08-07,333.2799987792969,334.8800048828125,332.29998779296875,334.57000732421875,318.69183349609375,57308300
2020-08-10,335.05999755859375,335.7699890136719,332.9599914550781,335.57000732421875,319.6444091796875,44282100
2020-08-11,336.8500061035156,337.5400085449219,332.010009765625,332.79998779296875,317.0058898925781,69601100
2020-08-12,335.44000244140625,338.2799987792969,335.4100036621094,337.44000244140625,321.4256286621094,53774400
2020-08-13,336.6099853515625,338.25,335.8299865722656,336.8299865722656,320.84454345703125,41816100
2020-08-14,336.4100036621094,337.4200134277344,335.6199951171875,336.8399963378906,320.8541259765625,47260400
2020-08-17,337.94000244140625,338.3399963378906,336.8500061035156,337.9100036621094,321.873291015625,35481000
2020-08-18,338.3399963378906,339.1000061035156,336.6099853515625,338.6400146484375,322.5686340332031,38733900
2020-08-19,339.04998779296875,339.6099853515625,336.6199951171875,337.2300109863281,321.22564697265625,68054200
2020-08-20,335.3599853515625,338.79998779296875,335.2200012207031,338.2799987792969,322.2257385253906,42207800
2020-08-21,337.9200134277344,339.7200012207031,337.54998779296875,339.4800109863281,323.36883544921875,55106600
2020-08-24,342.1199951171875,343.0,339.45001220703125,342.9200134277344,326.6455078125,48588700
2020-08-25,343.5299987792969,344.2099914550781,342.2699890136719,344.1199951171875,327.78857421875,38463400
2020-08-26,344.760009765625,347.8599853515625,344.1700134277344,347.57000732421875,331.0748596191406,50790200
2020-08-27,348.510009765625,349.8999938964844,346.5299987792969,348.3299865722656,331.798828125,58034100
2020-08-28,349.44000244140625,350.7200012207031,348.1499938964844,350.5799865722656,333.9419250488281,48588900
2020-08-31,350.3500061035156,351.29998779296875,349.05999755859375,349.30999755859375,332.7323303222656,66099200
2020-09-01,350.2099914550781,352.7099914550781,349.239990234375,352.6000061035156,335.8662109375,54908700
2020-09-02,354.6700134277344,358.75,353.42999267578125,357.70001220703125,340.7241516113281,69540000
2020-09-03,355.8699951171875,356.3800048828125,342.5899963378906,345.3900146484375,328.9983215332031,148011100
2020-09-04,346.1300048828125,347.8299865722656,334.8699951171875,342.57000732421875,326.3121643066406,139156300
2020-09-08,336.7099914550781,342.6400146484375,332.8800048828125,333.2099914550781,317.3963317871094,114465300
2020-09-09,337.54998779296875,342.4599914550781,336.6099853515625,339.7900085449219,323.6640625,91462300
2020-09-10,341.82000732421875,342.5299987792969,332.8500061035156,333.8900146484375,318.0440979003906,90569500
2020-09-11,335.82000732421875,336.9700012207031,331.0,334.05999755859375,318.2059631347656,84680200
2020-09-14,337.489990234375,340.3800048828125,334.2200012207031,338.4599914550781,322.3972473144531,65605700
2020-09-15,341.1199951171875,342.0199890136719,338.4700012207031,340.1700134277344,324.0260925292969,52920900
2020-09-16,341.510009765625,343.05999755859375,338.5199890136719,338.82000732421875,322.7401123046875,82096000
2020-09-17,333.55999755859375,337.70001220703125,332.989990234375,335.8399963378906,319.90155029296875,91523300
2020-09-18,335.3699951171875,335.489990234375,327.9700012207031,330.6499938964844,316.2186584472656,105877900
2020-09-21,325.70001220703125,327.1300048828125,321.7300109863281,326.9700012207031,312.69927978515625,99450800
2020-09-22,328.57000732421875,330.8999938964844,325.8599853515625,330.29998779296875,315.8838806152344,63612100
2020-09-23,330.8999938964844,331.20001220703125,322.1000061035156,322.6400146484375,308.5582580566406,93112200
2020-09-24,321.2200012207031,326.79998779296875,319.79998779296875,323.5,309.3807067871094,76681300
2020-09-25,322.5799865722656,329.5799865722656,321.6400146484375,328.7300109863281,314.3824462890625,71069400
2020-09-28,333.2200012207031,334.9599914550781,332.1499938964844,334.19000244140625,319.60418701171875,64584600
2020-09-29,333.9700012207031,334.7699890136719,331.6199951171875,332.3699951171875,317.863525390625,51304000
2020-09-30,333.0899963378906,338.2900085449219,332.8800048828125,334.8900146484375,320.2735290527344,104081100
2020-10-01,337.69000244140625,338.739990234375,335.010009765625,337.0400085449219,322.3297119140625,88698700
2020-10-02,331.70001220703125,337.010009765625,331.19000244140625,333.8399963378906,319.2694396972656,89431100
2020-10-05,336.05999755859375,339.9599914550781,336.010009765625,339.760009765625,324.9310302734375,45713100
2020-10-06,339.9100036621094,342.1700134277344,334.3800048828125,334.92999267578125,320.3117980957031,90128900
2020-10-07,338.1199951171875,341.6300048828125,338.0899963378906,340.760009765625,325.8873596191406,56999600
2020-10-08,342.8500061035156,343.8500061035156,341.8599853515625,343.7799987792969,328.7755432128906,45242500
2020-10-09,345.55999755859375,347.3500061035156,344.8900146484375,346.8500061035156,331.7115478515625,59528600
2020-10-12,349.5899963378906,354.0199890136719,349.05999755859375,352.42999267578125,337.0480041503906,80388500
2020-10-13,352.2799987792969,352.4700012207031,349.0899963378906,350.1300048828125,334.8484191894531,73255500
2020-10-14,350.75,351.92999267578125,347.1400146484375,347.92999267578125,332.74444580078125,57727900
2020-10-15,343.7099914550781,348.0199890136719,343.1300048828125,347.5,332.33319091796875,60357700
2020-10-16,348.9599914550781,350.75,347.1000061035156,347.2900085449219,332.13238525390625,89501900
2020-10-19,348.6499938964844,349.3299865722656,341.0400085449219,342.010009765625,327.08282470703125,68425600
2020-10-20,343.4599914550781,346.8800048828125,342.6400146484375,343.3800048828125,328.3929443359375,60051900
2020-10-21,343.3299865722656,345.6700134277344,342.3999938964844,342.7300109863281,327.7713928222656,63575000
2020-10-22,342.9599914550781,345.239990234375,340.6499938964844,344.6099853515625,329.5693054199219,55399300
2020-10-23,345.92999267578125,345.989990234375,343.1300048828125,345.7799987792969,330.6882629394531,49143900
2020-10-26,342.1300048828125,342.9800109863281,335.6199951171875,339.3900146484375,324.5771789550781,91473000
2020-10-27,339.760009765625,340.1199951171875,337.989990234375,338.2200012207031,323.4582214355469,65994100
2020-10-28,332.1000061035156,338.25,326.1300048828125,326.6600036621094,312.4027404785156,127094300
2020-10-29,326.9100036621094,333.3999938964844,325.0899963378906,329.9800109863281,315.5779113769531,90597700
2020-10-30,328.2799987792969,329.69000244140625,322.6000061035156,326.5400085449219,312.2880554199219,120287300
2020-11-02,330.20001220703125,332.3599853515625,327.239990234375,330.20001220703125,315.7882385253906,86068300
2020-11-03,333.69000244140625,338.25,330.2900085449219,336.0299987792969,321.36383056640625,93294200
2020-11-04,340.8599853515625,347.94000244140625,339.5899963378906,343.5400085449219,328.5460510253906,126959700
2020-11-05,349.239990234375,352.19000244140625,348.8599853515625,350.239990234375,334.95361328125,82039700
2020-11-06,349.92999267578125,351.510009765625,347.6499938964844,350.1600036621094,334.8770751953125,74973000
2020-11-09,363.9700012207031,364.3800048828125,354.05999755859375,354.55999755859375,339.0850830078125,172304200
2020-11-10,353.489990234375,355.17999267578125,350.510009765625,354.0400085449219,338.5877990722656,85552000
2020-11-11,356.3999938964844,357.55999755859375,355.05999755859375,356.6700134277344,341.10302734375,58649000
2020-11-12,355.5799865722656,356.7200012207031,351.260009765625,353.2099914550781,337.7939453125,67546200
2020-11-13,355.2699890136719,358.8999938964844,354.7099914550781,358.1000061035156,342.4705505371094,62892200
2020-11-16,360.9800109863281,362.7799987792969,359.5899963378906,362.57000732421875,346.7454833984375,74541100
2020-11-17,359.9700012207031,361.9200134277344,358.3399963378906,360.6199951171875,344.88055419921875,66111000
2020-11-18,360.9100036621094,361.5,356.239990234375,356.2799987792969,340.7299499511719,70591300
2020-11-19,355.6000061035156,358.17999267578125,354.1499938964844,357.7799987792969,342.1645202636719,59940900
2020-11-20,357.5,357.7200012207031,355.25,355.3299865722656,339.82147216796875,70417300
2020-11-23,357.2799987792969,358.82000732421875,354.8699951171875,357.4599914550781,341.8584289550781,63230600
2020-11-24,360.2099914550781,363.80999755859375,359.2900085449219,363.2200012207031,347.36712646484375,62415900
2020-11-25,363.1300048828125,363.1600036621094,361.4800109863281,362.6600036621094,346.8315124511719,45330900
2020-11-27,363.8399963378906,364.17999267578125,362.5799865722656,363.6700134277344,347.7974548339844,28514100
2020-11-30,362.8299865722656,363.1199951171875,359.1700134277344,362.05999755859375,346.2576904296875,83872700
2020-12-01,365.57000732421875,367.67999267578125,364.92999267578125,366.0199890136719,350.04486083984375,74231400
2020-12-02,364.82000732421875,366.9599914550781,364.20001220703125,366.7900085449219,350.78131103515625,45927000
2020-12-03,366.67999267578125,368.19000244140625,365.5,366.69000244140625,350.6856384277344,62882000
2020-12-04,367.32000732421875,369.8500061035156,367.2200012207031,369.8500061035156,353.70770263671875,50749900
2020-12-07,369.0199890136719,369.6199951171875,367.7200012207031,369.0899963378906,352.9808654785156,48944300
2020-12-08,367.7200012207031,370.7799987792969,367.6700134277344,370.1700134277344,354.0137939453125,42458900
2020-12-09,370.8800048828125,371.04998779296875,365.95001220703125,366.8500061035156,350.8386535644531,74098300
2020-12-10,365.3699951171875,367.8599853515625,364.42999267578125,366.7300109863281,350.7239074707031,57735400
2020-12-11,364.8999938964844,366.739990234375,363.260009765625,366.29998779296875,350.31268310546875,57698600
2020-12-14,368.6400146484375,369.79998779296875,364.4700012207031,364.6600036621094,348.7442321777344,69216200
2020-12-15,367.3999938964844,369.5899963378906,365.9200134277344,369.5899963378906,353.45904541015625,63865300
2020-12-16,369.82000732421875,371.1600036621094,368.8699951171875,370.1700134277344,354.0137939453125,58420500
2020-12-17,371.94000244140625,372.4599914550781,371.04998779296875,372.239990234375,355.993408203125,64119500
2020-12-18,370.9700012207031,371.1499938964844,367.0199890136719,369.17999267578125,354.5719909667969,136542300
2020-12-21,364.9700012207031,378.4599914550781,362.0299987792969,367.8599853515625,353.30413818359375,96386700
2020-12-22,368.2099914550781,368.3299865722656,366.0299987792969,367.239990234375,352.7087707519531,47949000
2020-12-23,368.2799987792969,369.6199951171875,367.2200012207031,367.57000732421875,353.02569580078125,46201400
2020-12-24,368.0799865722656,369.0299987792969,367.45001220703125,369.0,354.39910888671875,26457900
2020-12-28,371.739990234375,372.5899963378906,371.07000732421875,372.1700134277344,357.44366455078125,39000400
2020-12-29,373.80999755859375,374.0,370.8299865722656,371.4599914550781,356.7617492675781,53680500
2020-12-30,372.3399963378906,373.1000061035156,371.57000732421875,371.989990234375,357.27081298828125,49455300
2020-12-31,371.7799987792969,374.6600036621094,371.2300109863281,373.8800048828125,359.0860595703125,78520700
2021-01-04,375.30999755859375,375.45001220703125,364.82000732421875,368.7900085449219,354.1974182128906,110210800
2021-01-05,368.1000061035156,372.5,368.04998779296875,371.3299865722656,356.63690185546875,66426200
2021-01-06,369.7099914550781,376.9800109863281,369.1199951171875,373.54998779296875,358.76904296875,107997700
2021-01-07,376.1000061035156,379.8999938964844,375.9100036621094,379.1000061035156,364.0994873046875,68766800
2021-01-08,380.5899963378906,381.489990234375,377.1000061035156,381.260009765625,366.1739807128906,71677200
2021-01-11,377.8500061035156,380.5799865722656,377.7200012207031,378.69000244140625,363.7057189941406,51034700
2021-01-12,378.8900146484375,379.8599853515625,376.3599853515625,378.7699890136719,363.78253173828125,52547700
2021-01-13,378.69000244140625,380.8599853515625,377.8500061035156,379.7900085449219,364.76214599609375,45303600
2021-01-14,380.5899963378906,381.1300048828125,378.1000061035156,378.4599914550781,363.48480224609375,49989100
2021-01-15,376.7200012207031,377.5799865722656,373.70001220703125,375.70001220703125,360.833984375,107160000
2021-01-19,378.3399963378906,379.2300109863281,376.75,378.6499938964844,363.6672668457031,51233300
2021-01-20,381.1099853515625,384.7900085449219,380.69000244140625,383.8900146484375,368.6999206542969,61836100
2021-01-21,384.489990234375,384.95001220703125,383.25,384.239990234375,369.0360412597656,47840100
2021-01-22,382.25,384.1300048828125,381.8399963378906,382.8800048828125,367.72991943359375,52860500
2021-01-25,383.6700134277344,384.7699890136719,378.4599914550781,384.3900146484375,369.18011474609375,70402000
2021-01-26,385.4100036621094,385.8500061035156,383.5400085449219,383.7900085449219,368.6038513183594,42665300
2021-01-27,380.2200012207031,380.32000732421875,372.010009765625,374.4100036621094,359.594970703125,123351100
2021-01-28,376.3599853515625,381.92999267578125,375.8900146484375,377.6300048828125,362.6875915527344,94198100
2021-01-29,375.6300048828125,376.6700134277344,368.2699890136719,370.07000732421875,355.4267883300781,126765100
2021-02-01,373.7200012207031,377.3399963378906,370.3800048828125,376.2300109863281,361.343017578125,75817600
2021-02-02,379.6499938964844,383.2200012207031,376.32000732421875,381.54998779296875,366.4525451660156,64450700
2021-02-03,382.44000244140625,383.70001220703125,380.4800109863281,381.8500061035156,366.7406311035156,52427100
2021-02-04,382.9599914550781,386.239990234375,381.9700012207031,386.19000244140625,370.9089050292969,47142600
2021-02-05,388.20001220703125,388.4700012207031,386.1400146484375,387.7099914550781,372.3688049316406,48669800
2021-02-08,389.2699890136719,390.55999755859375,388.3500061035156,390.510009765625,375.0579833984375,38365200
2021-02-09,389.6099853515625,390.8900146484375,389.1700134277344,390.25,374.8082275390625,35551100
2021-02-10,392.1199951171875,392.2799987792969,387.5,390.0799865722656,374.6449890136719,59154400
2021-02-11,391.239990234375,391.69000244140625,388.1000061035156,390.7099914550781,375.25,42913300
2021-02-12,389.8500061035156,392.8999938964844,389.7699890136719,392.6400146484375,377.1036682128906,50593300
2021-02-16,393.9599914550781,394.1700134277344,391.5299987792969,392.29998779296875,376.77716064453125,50972400
2021-02-17,390.4200134277344,392.6600036621094,389.3299865722656,392.3900146484375,376.86358642578125,52290600
2021-02-18,389.5899963378906,391.5199890136719,387.739990234375,390.7200012207031,375.2596435546875,59712800
2021-02-19,392.07000732421875,392.3800048828125,389.54998779296875,390.0299987792969,374.5969543457031,83241000
2021-02-22,387.05999755859375,389.6199951171875,386.739990234375,387.0299987792969,371.7156677246094,67414200
2021-02-23,384.6600036621094,388.95001220703125,380.20001220703125,387.5,372.1670837402344,107284100
2021-02-24,386.3299865722656,392.2300109863281,385.2699890136719,391.7699890136719,376.26806640625,72433900
2021-02-25,390.4100036621094,391.8800048828125,380.7799987792969,382.3299865722656,367.2016296386719,146670500
2021-02-26,384.3500061035156,385.5799865722656,378.2300109863281,380.3599853515625,365.3095397949219,152701600
2021-03-01,385.5899963378906,390.9200134277344,380.57000732421875,389.5799865722656,374.1647644042969,105348800
2021-03-02,389.82000732421875,390.07000732421875,386.0,386.5400085449219,371.2449951171875,79595300
2021-03-03,385.7900085449219,386.8299865722656,381.30999755859375,381.4200134277344,366.32763671875,119940200
2021-03-04,381.2200012207031,384.0,371.8800048828125,376.70001220703125,361.7944641113281,183433000
2021-03-05,380.4599914550781,384.760009765625,372.6400146484375,383.6300048828125,368.4501953125,152039600
